filename,width,height,class,xmin,ymin,xmax,ymax
sachima005S(9).JPG,816,612,sachima,451,243,658,348
apple018S(6).JPG,816,612,apple,449,194,655,371
banana010S(5).JPG,816,612,banana,74,256,560,335
orange008S(12).JPG,816,612,orange,403,177,601,345
tomato003T(15).JPG,816,612,tomato,401,213,632,443
orange007S(8).JPG,816,612,orange,425,206,664,401
pear004T(11).JPG,816,612,pear,390,228,595,425
litchi003S(8).JPG,816,612,litchi,482,292,600,407
tomato002T(15).JPG,816,612,tomato,447,244,655,448
orange009S(12).JPG,816,612,orange,460,201,654,376
egg007T(2).JPG,816,612,egg,462,236,597,412
mango005T(8).JPG,816,612,mango,450,202,573,400
qiwi007S(7).JPG,816,612,qiwi,414,320,617,481
egg001S(5).JPG,816,612,egg,471,271,574,371
apple015S(8).JPG,816,612,apple,396,233,609,414
fired_dough_twist006T(7).JPG,504,378,fired_dough_twist,172,118,304,170
mango008T(6).JPG,816,612,mango,451,261,590,479
grape002T(3).JPG,816,612,grape,392,174,673,505
banana006T(2).JPG,816,612,banana,156,130,589,374
pear001T(4).JPG,816,612,pear,370,226,620,461
mango010S(9).JPG,816,612,mango,422,272,636,371
egg002s(3).JPG,816,612,egg,483,250,596,365
orange012T(9).JPG,504,378,orange,144,133,245,240
mooncake001T(12).JPG,816,612,mooncake,433,286,580,426
lemon002S(23).JPG,816,612,lemon,475,271,624,396
pear002T(2).JPG,816,612,pear,399,232,601,417
grape001T(5).JPG,816,612,grape,262,4,686,446
doughnut008T(4).JPG,816,612,doughnut,462,235,744,536
banana015T(4).JPG,504,378,banana,203,81,327,310
fired_dough_twist005T(1).JPG,816,612,fired_dough_twist,482,138,603,425
fired_dough_twist003S(6).JPG,816,612,fired_dough_twist,445,275,748,386
banana013S(3).JPG,816,612,banana,303,304,680,395
peach001S(13).JPG,816,612,peach,472,279,631,425
pear004S(5).JPG,816,612,pear,430,159,639,347
banana003S(3).JPG,816,612,banana,140,255,537,361
qiwi004S(1).JPG,816,612,qiwi,211,278,395,429
egg004T(4).JPG,816,612,egg,415,308,533,466
tomato002S(9).JPG,816,612,tomato,430,247,592,381
plum004T(11).JPG,816,612,plum,461,280,668,495
plum003T(1).JPG,816,612,plum,435,290,613,455
banana014S(7).JPG,816,612,banana,293,367,732,490
fired_dough_twist004S(2).JPG,816,612,fired_dough_twist,457,258,709,352
doughnut009S(7).JPG,816,612,doughnut,451,242,715,346
pear003S(1).JPG,816,612,pear,424,174,643,390
orange008T(3).JPG,816,612,orange,371,220,568,439
lemon001T(9).JPG,816,612,lemon,405,180,562,376
plum004T(5).JPG,816,612,plum,425,265,608,416
plum004S(15).JPG,816,612,plum,476,225,634,357
bun004T(8).JPG,816,612,bun,371,181,597,507
plum002S(2).JPG,816,612,plum,453,312,607,448
egg005S(7).JPG,816,612,egg,453,164,584,289
doughnut004S(9).JPG,816,612,doughnut,394,282,653,379
qiwi005T(2).JPG,816,612,qiwi,333,270,470,444
mooncake001S(16).JPG,816,612,mooncake,506,320,634,375
pear005T(6).JPG,504,378,pear,152,117,266,210
fired_dough_twist002T(5).JPG,816,612,fired_dough_twist,459,239,592,472
grape001T(12).JPG,816,612,grape,275,128,618,507
tomato003S(8).JPG,816,612,tomato,474,256,730,441
egg005T(5).JPG,816,612,egg,458,316,592,421
banana002S(2).JPG,816,612,banana,107,339,372,494
pear005S(4).JPG,504,378,pear,330,97,486,259
plum003T(16).JPG,816,612,plum,477,272,675,437
plum002T(16).JPG,816,612,plum,129,169,193,237
fired_dough_twist002S(7).JPG,816,612,fired_dough_twist,459,215,726,345
banana012S(2).JPG,816,612,banana,373,275,696,350
banana014T(5).JPG,816,612,banana,380,95,615,513
doughnut009T(5).JPG,816,612,doughnut,354,192,572,398
pear003T(3).JPG,816,612,pear,354,191,564,411
orange008S(1).JPG,816,612,orange,453,163,660,330
sachima001T(9).JPG,816,612,sachima,416,210,588,407
mango001S(8).JPG,816,612,mango,406,275,674,435
egg003S(2).JPG,816,612,egg,470,266,577,373
apple017S(14).JPG,816,612,apple,428,235,656,433
plum004S(7).JPG,816,612,plum,423,247,574,384
orange003T(8).JPG,816,612,orange,299,202,596,551
apple016S(14).JPG,816,612,apple,394,147,630,365
fired_dough_twist003T(4).JPG,816,612,fired_dough_twist,438,177,552,456
banana013T(1).JPG,816,612,banana,343,130,522,502
banana003T(1).JPG,816,612,banana,338,119,515,462
pear004T(7).JPG,816,612,pear,391,230,593,419
qiwi004T(3).JPG,816,612,qiwi,314,286,564,467
doughnut005S(8).JPG,816,612,doughnut,396,315,644,411
apple017T(10).JPG,816,612,apple,417,189,641,412
apple016T(10).JPG,816,612,apple,370,194,604,429
plum003S(3).JPG,816,612,plum,491,243,640,387
egg002T(1).JPG,816,612,egg,523,319,656,482
peach004T(19).JPG,816,612,peach,449,257,649,452
plum003S(12).JPG,816,612,plum,396,261,562,407
orange009T(2).JPG,816,612,orange,449,170,663,392
grape001S(7).JPG,816,612,grape,324,165,787,441
doughnut008S(6).JPG,816,612,doughnut,420,268,705,362
banana015S(6).JPG,504,378,banana,41,163,359,245
fired_dough_twist005S(3).JPG,816,612,fired_dough_twist,451,260,719,375
plum002S(12).JPG,816,612,plum,492,289,647,434
qiwi001S(2).JPG,816,612,qiwi,479,177,725,343
doughnut004T(14).JPG,816,612,doughnut,371,241,634,477
egg001T(7).JPG,816,612,egg,473,276,610,441
mango003T(10).JPG,816,612,mango,324,186,526,459
doughnut005T(14).JPG,816,612,doughnut,432,172,730,456
mix009T(4).JPG,816,612,lemon,405,82,557,217
mix009T(4).JPG,816,612,orange,387,317,594,503
mango002T(10).JPG,816,612,mango,392,263,534,468
fired_dough_twist006S(5).JPG,504,378,fired_dough_twist,295,167,368,210
mango008S(4).JPG,816,612,mango,413,225,602,323
pear002S(12).JPG,816,612,pear,481,216,717,424
grape002S(1).JPG,816,612,grape,390,188,690,370
tomato004S(16).JPG,816,612,tomato,442,156,631,297
pear001S(6).JPG,816,612,pear,452,145,652,356
pear003S(12).JPG,816,612,pear,410,178,619,388
apple018T(4).JPG,816,612,apple,434,254,639,466
banana010T(7).JPG,816,612,banana,254,72,477,499
apple008T(4).JPG,816,612,apple,144,204,361,420
peach003T(8).JPG,816,612,peach,429,222,593,377
lemon001T(14).JPG,816,612,lemon,404,235,575,393
qiwi007T(5).JPG,816,612,qiwi,359,245,523,452
lemon002S(19).JPG,816,612,lemon,471,286,634,406
banana007T(3).JPG,816,612,banana,362,89,640,565
mango009T(7).JPG,816,612,mango,466,197,616,416
fired_dough_twist007T(6).JPG,504,378,fired_dough_twist,132,78,188,218
sachima005S(19).JPG,816,612,sachima,404,276,628,380
lemon001S(10).JPG,816,612,lemon,466,223,608,343
doughnut004S(10).JPG,816,612,doughnut,436,301,685,401
mango004T(9).JPG,816,612,mango,476,322,631,534
qiwi006S(6).JPG,816,612,qiwi,145,284,321,423
egg006T(3).JPG,816,612,egg,489,288,640,404
doughnut005S(10).JPG,816,612,doughnut,406,320,656,412
bread001S(8).JPG,816,612,bread,82,374,482,487
plum001T(6).JPG,816,612,plum,411,141,648,362
fired_dough_twist001S(1).JPG,816,612,fired_dough_twist,373,181,674,301
banana011S(4).JPG,816,612,banana,338,296,713,387
doughnut006S(19).JPG,816,612,doughnut,399,279,647,379
banana013S(12).JPG,816,612,banana,307,255,709,336
pear002T(16).JPG,816,612,pear,407,214,617,416
pear006S(2).JPG,504,378,pear,304,76,443,236
sachima004S(8).JPG,816,612,sachima,452,327,659,436
apple019S(7).JPG,504,378,apple,268,65,474,260
tomato004T(12).JPG,816,612,tomato,460,200,697,428
pear003T(16).JPG,816,612,pear,372,176,590,393
mango004T(8).JPG,816,612,mango,484,228,626,432
doughnut004S(11).JPG,816,612,doughnut,388,336,646,432
qiwi006S(7).JPG,816,612,qiwi,657,342,732,417
litchi002S(8).JPG,816,612,litchi,476,302,588,405
egg006T(2).JPG,816,612,egg,580,272,711,433
doughnut005S(11).JPG,816,612,doughnut,406,266,669,352
plum001T(7).JPG,816,612,plum,504,157,762,384
doughnut006S(18).JPG,816,612,doughnut,390,300,674,393
banana011S(5).JPG,816,612,banana,354,310,764,400
pear002T(17).JPG,816,612,pear,422,213,597,392
apple019S(6).JPG,504,378,apple,251,46,470,243
sachima004S(9).JPG,816,612,sachima,443,322,670,436
pear006S(3).JPG,504,378,pear,299,77,431,235
tomato004T(13).JPG,816,612,tomato,481,234,724,463
lemon002S(18).JPG,816,612,lemon,488,268,626,396
banana007T(2).JPG,612,816,banana,135,139,421,626
lemon003S(18).JPG,816,612,lemon,472,176,624,313
mango009T(6).JPG,816,612,mango,505,224,670,462
fired_dough_twist007T(7).JPG,504,378,fired_dough_twist,90,96,261,168
apple014S(8).JPG,816,612,apple,215,167,408,344
sachima005S(18).JPG,816,612,sachima,494,270,695,358
lemon001S(11).JPG,816,612,lemon,472,247,600,371
apple018T(5).JPG,816,612,apple,415,213,672,462
banana010T(6).JPG,816,612,banana,217,137,446,548
peach003T(9).JPG,816,612,peach,460,236,611,384
lemon001T(15).JPG,816,612,lemon,417,245,578,439
egg007S(1).JPG,816,612,egg,503,269,638,388
qiwi007T(4).JPG,816,612,qiwi,317,268,495,407
qiwi001S(3).JPG,816,612,qiwi,502,216,693,360
doughnut004T(15).JPG,816,612,doughnut,360,191,617,471
mango003T(11).JPG,816,612,mango,335,234,512,477
egg001T(6).JPG,816,612,egg,430,310,588,440
doughnut005T(15).JPG,816,612,doughnut,386,230,649,487
fired_dough_twist006S(4).JPG,504,378,fired_dough_twist,251,156,403,202
mango008S(5).JPG,816,612,mango,418,218,607,319
pear002S(13).JPG,816,612,pear,477,222,681,421
tomato004S(17).JPG,816,612,tomato,483,139,686,279
pear001S(7).JPG,816,612,pear,448,117,666,311
banana006S(1).JPG,816,612,banana,404,270,681,362
pear003S(13).JPG,816,612,pear,411,173,630,389
peach004T(18).JPG,816,612,peach,435,247,614,425
plum003S(13).JPG,816,612,plum,429,209,589,359
orange009T(3).JPG,816,612,orange,443,249,669,455
pear002S(1).JPG,816,612,pear,460,237,713,469
doughnut008S(7).JPG,816,612,doughnut,397,246,656,340
grape001S(6).JPG,816,612,grape,352,107,727,379
banana015S(7).JPG,504,378,banana,31,163,241,257
plum002S(13).JPG,816,612,plum,466,280,620,429
fired_dough_twist005S(2).JPG,816,612,fired_dough_twist,453,272,731,385
fired_dough_twist003T(5).JPG,816,612,fired_dough_twist,499,159,608,419
pear004T(6).JPG,816,612,pear,390,220,602,432
qiwi004T(2).JPG,816,612,qiwi,345,264,538,509
doughnut005S(9).JPG,816,612,doughnut,429,300,686,383
apple017T(11).JPG,816,612,apple,420,208,660,435
apple016T(11).JPG,816,612,apple,415,156,662,412
plum003S(2).JPG,816,612,plum,492,194,651,337
banana014T(4).JPG,816,612,banana,416,108,612,515
fired_dough_twist004T(1).JPG,816,612,fired_dough_twist,457,179,582,460
doughnut009T(4).JPG,816,612,doughnut,428,206,662,439
sachima001T(8).JPG,816,612,sachima,385,245,584,414
pear003T(2).JPG,816,612,pear,381,249,599,465
apple017S(15).JPG,816,612,apple,451,207,700,422
egg003S(3).JPG,816,612,egg,449,271,581,369
plum004S(6).JPG,816,612,plum,462,226,604,358
apple016S(15).JPG,816,612,apple,404,182,611,386
plum002T(1).JPG,816,612,plum,427,209,601,377
tomato003S(9).JPG,816,612,tomato,455,276,700,464
egg005T(4).JPG,816,612,egg,502,268,612,409
qiwi005S(1).JPG,816,612,qiwi,430,266,678,423
banana002S(3).JPG,816,612,banana,466,291,772,450
pear005S(5).JPG,504,378,pear,317,99,465,263
plum003T(17).JPG,816,612,plum,417,227,588,408
fired_dough_twist002S(6).JPG,816,612,fired_dough_twist,436,250,695,376
plum002T(17).JPG,816,612,plum,472,238,651,392
banana012S(3).JPG,816,612,banana,354,317,694,391
banana009S(8).JPG,816,612,banana,116,258,561,353
plum002S(3).JPG,816,612,plum,488,242,645,378
egg005S(6).JPG,816,612,egg,405,203,566,327
doughnut004S(8).JPG,816,612,doughnut,415,328,656,419
qiwi005T(3).JPG,816,612,qiwi,320,293,488,498
lemon002T(26).JPG,816,612,lemon,356,227,513,364
pear005T(7).JPG,504,378,pear,155,101,254,216
banana002T(1).JPG,816,612,banana,95,83,646,503
fired_dough_twist002T(4).JPG,816,612,fired_dough_twist,511,211,630,460
banana012T(1).JPG,816,612,banana,470,132,658,506
banana014S(6).JPG,816,612,banana,329,382,780,494
fired_dough_twist004S(3).JPG,816,612,fired_dough_twist,412,248,679,359
doughnut009S(6).JPG,816,612,doughnut,422,261,692,347
orange008T(2).JPG,816,612,orange,438,257,660,507
peach001T(16).JPG,816,612,peach,496,252,673,425
lemon001T(8).JPG,816,612,lemon,453,256,627,410
qiwi003S(4).JPG,816,612,qiwi,497,184,677,409
egg003T(1).JPG,816,612,egg,488,285,620,455
plum004T(4).JPG,816,612,plum,387,247,548,432
plum004S(14).JPG,816,612,plum,462,225,610,363
fired_dough_twist003T(10).JPG,816,612,fired_dough_twist,493,185,613,474
fired_dough_twist003S(7).JPG,816,612,fired_dough_twist,435,262,723,364
banana013S(2).JPG,816,612,banana,286,344,675,434
peach001S(12).JPG,816,612,peach,492,260,656,408
pear004S(4).JPG,816,612,pear,489,189,675,379
banana003S(2).JPG,816,612,banana,143,257,536,368
fired_dough_twist002T(10).JPG,816,612,fired_dough_twist,483,191,624,472
egg004T(5).JPG,816,612,egg,422,364,577,485
tomato002S(8).JPG,816,612,tomato,392,223,562,363
plum004T(10).JPG,816,612,plum,442,192,664,387
mango010S(8).JPG,816,612,mango,481,290,691,398
sachima005S(22).JPG,816,612,sachima,466,232,669,327
egg002s(2).JPG,816,612,egg,464,227,612,346
orange012T(8).JPG,504,378,orange,93,111,222,222
mooncake001T(13).JPG,816,612,mooncake,420,231,553,363
lemon002S(22).JPG,816,612,lemon,472,248,611,373
bun008S(4).JPG,816,612,bun,433,229,694,349
orange009S(1).JPG,816,612,orange,212,261,421,446
pear002T(3).JPG,816,612,pear,393,211,601,429
doughnut008T(5).JPG,816,612,doughnut,412,195,688,453
grape001T(4).JPG,816,612,grape,261,89,686,475
banana015T(5).JPG,504,378,banana,139,113,389,232
qiwi001T(1).JPG,816,612,qiwi,246,47,458,316
egg001S(4).JPG,816,612,egg,460,277,595,378
apple015S(9).JPG,816,612,apple,407,238,614,422
fired_dough_twist006T(6).JPG,504,378,fired_dough_twist,153,93,215,237
mango008T(7).JPG,816,612,mango,477,278,621,487
grape002T(2).JPG,816,612,grape,301,155,627,443
banana006T(3).JPG,612,816,banana,75,147,405,648
pear001T(5).JPG,816,612,pear,421,246,660,486
apple018S(7).JPG,816,612,apple,472,192,672,370
sachima005S(8).JPG,816,612,sachima,435,251,632,354
mango005S(12).JPG,816,612,mango,511,355,692,445
banana010S(4).JPG,816,612,banana,154,320,570,423
orange008S(13).JPG,816,612,orange,463,204,643,372
tomato003T(14).JPG,816,612,tomato,395,277,632,493
orange011T(18).JPG,816,612,orange,414,210,639,446
pear004T(10).JPG,816,612,pear,417,239,615,447
tomato002T(14).JPG,816,612,tomato,409,241,622,444
orange009S(13).JPG,816,612,orange,187,209,403,416
egg007T(3).JPG,816,612,egg,430,243,605,371
mango005T(9).JPG,816,612,mango,471,282,595,482
qiwi007S(6).JPG,816,612,qiwi,439,294,619,459
mango009S(4).JPG,816,612,mango,463,315,712,438
mooncake001T(8).JPG,816,612,mooncake,426,267,555,395
fired_dough_twist007S(5).JPG,504,378,fired_dough_twist,270,138,382,229
tomato003S(10).JPG,816,612,tomato,441,257,627,383
orange008T(17).JPG,816,612,orange,388,280,593,505
qiwi007T(10).JPG,612,612,qiwi,272,271,416,458
mix008T(4).JPG,816,612,tomato,344,114,512,294
mix008T(4).JPG,816,612,banana,247,352,653,540
plum001S(20).JPG,816,612,plum,469,193,666,369
pear004S(14).JPG,816,612,pear,462,224,658,407
tomato002S(10).JPG,816,612,tomato,402,250,563,387
banana014T(10).JPG,816,612,banana,346,160,537,496
qiwi006T(10).JPG,816,612,qiwi,396,257,585,425
qiwi006T(5).JPG,816,612,qiwi,425,297,582,475
sachima001T(12).JPG,816,612,sachima,436,220,653,402
peach002T(8).JPG,816,612,peach,459,284,600,425
plum001S(5).JPG,816,612,plum,478,186,669,352
fired_dough_twist001T(2).JPG,816,612,fired_dough_twist,468,159,592,468
apple009T(4).JPG,816,612,apple,147,235,413,477
banana011T(7).JPG,816,612,banana,367,213,554,565
apple019T(4).JPG,504,378,apple,118,107,246,227
pear006T(1).JPG,504,378,pear,130,59,259,168
lemon004S(9).JPG,816,612,lemon,470,167,615,289
tomato003T(34).JPG,816,612,tomato,423,207,672,446
mooncake001S(6).JPG,816,612,mooncake,468,326,592,386
mix013T(3).JPG,816,612,lemon,376,90,531,227
mix013T(3).JPG,816,612,pear,345,312,530,502
lemon003S(14).JPG,816,612,lemon,474,203,629,331
sachima002T(2).JPG,816,612,sachima,355,256,537,407
mix003T(3).JPG,816,612,qiwi,328,153,490,295
mix003T(3).JPG,816,612,apple,311,342,512,533
lemon002S(14).JPG,816,612,lemon,477,315,607,442
mango002S(3).JPG,816,612,mango,474,295,657,434
apple004S(4).JPG,816,612,apple,442,152,778,442
orange010T(3).JPG,816,612,orange,476,212,754,467
litchi004T(3).JPG,816,612,litchi,516,244,680,397
sachima005S(14).JPG,816,612,sachima,411,269,601,371
peach004T(1).JPG,816,612,peach,463,275,638,463
bun001T(6).JPG,816,612,bun,386,262,637,447
apple014S(4).JPG,816,612,apple,123,201,391,428
bread007T(2).JPG,816,612,bread,71,93,443,508
bread001S(5).JPG,816,612,bread,54,367,492,455
apple012T(3).JPG,816,612,apple,276,234,487,441
orange006S(4).JPG,816,612,orange,361,176,532,343
pear001T(12).JPG,816,612,pear,381,207,596,421
peach002S(6).JPG,816,612,peach,442,259,596,413
bun007S(1).JPG,816,612,bun,465,230,723,363
apple002T(3).JPG,816,612,apple,360,82,606,329
litchi002S(4).JPG,816,612,litchi,496,290,618,394
mango004T(4).JPG,816,612,mango,412,317,541,507
lemon004T(7).JPG,816,612,lemon,439,231,582,396
mix005S(4).JPG,612,612,mango,94,275,283,433
mix005S(4).JPG,612,612,qiwi,401,266,582,433
doughnut007S(14).JPG,816,612,doughnut,435,267,728,375
sachima004S(5).JPG,816,612,sachima,458,329,676,438
banana011S(9).JPG,816,612,banana,335,338,746,427
doughnut006S(14).JPG,816,612,doughnut,373,274,630,358
peach005S(2).JPG,816,612,peach,498,216,689,373
plum004S(22).JPG,816,612,plum,470,207,639,349
apple015T(7).JPG,816,612,apple,440,246,714,534
bread006S(1).JPG,816,612,bread,300,229,708,299
pear001S(16).JPG,816,612,pear,441,123,618,307
lemon003T(3).JPG,816,612,lemon,498,245,656,424
sachima003S(1).JPG,816,612,sachima,471,288,674,393
doughnut007T(10).JPG,816,612,doughnut,358,206,586,433
doughnut006T(10).JPG,816,612,doughnut,421,206,701,502
tomato003S(30).JPG,816,612,tomato,438,262,611,389
lemon003T(10).JPG,816,612,lemon,527,290,698,453
mooncake006S(2).JPG,816,612,mooncake,434,286,608,357
apple018T(9).JPG,816,612,apple,435,212,659,428
sachima005T(6).JPG,816,612,sachima,410,231,628,410
lemon002T(10).JPG,816,612,lemon,416,320,590,485
qiwi007T(8).JPG,612,612,qiwi,247,314,365,478
doughnut006S(3).JPG,816,612,doughnut,425,303,683,381
sachima004T(10).JPG,816,612,sachima,421,259,626,447
mango005S(7).JPG,816,612,mango,443,352,630,446
litchi003T(7).JPG,816,612,litchi,484,256,615,402
sachima005T(10).JPG,816,612,sachima,469,294,701,480
orange007T(7).JPG,816,612,orange,379,269,557,472
peach003T(5).JPG,816,612,peach,491,266,679,453
bun006T(2).JPG,816,612,bun,285,166,514,436
mix007T(1).JPG,816,612,mango,328,125,606,329
mix007T(1).JPG,816,612,banana,302,362,690,569
mango009T(11).JPG,816,612,mango,425,207,569,403
mooncake005S(4).JPG,816,612,mooncake,493,324,617,389
fired_dough_twist003T(9).JPG,816,612,fired_dough_twist,446,114,571,440
banana008S(5).JPG,816,612,banana,305,262,791,381
orange004T(1).JPG,816,612,orange,246,140,488,413
bun005T(4).JPG,816,612,bun,419,201,598,407
tomato002T(6).JPG,816,612,tomato,401,239,584,420
orange014T(1).JPG,504,378,orange,120,103,238,226
doughnut005S(5).JPG,816,612,doughnut,423,339,672,427
mango006S(1).JPG,816,612,mango,434,327,640,427
doughnut003T(2).JPG,816,612,doughnut,339,161,616,434
apple006T(1).JPG,816,612,apple,112,149,410,447
orange012S(6).JPG,504,378,orange,318,113,474,263
plum001S(16).JPG,816,612,plum,442,199,638,375
tomato004S(1).JPG,816,612,tomato,440,153,635,286
mango010T(6).JPG,816,612,mango,409,199,553,418
orange008T(21).JPG,816,612,orange,400,247,599,465
bun003S(3).JPG,816,612,bun,395,154,708,344
apple016T(1).JPG,816,612,apple,421,225,639,440
tomato003S(26).JPG,816,612,tomato,432,271,608,402
mooncake003T(3).JPG,816,612,mooncake,496,244,668,410
peach004T(14).JPG,816,612,peach,466,283,619,431
doughnut004T(6).JPG,816,612,doughnut,343,182,626,451
mango007T(2).JPG,816,612,mango,443,246,577,433
egg005T(8).JPG,816,612,egg,517,312,621,445
litchi001S(2).JPG,816,612,litchi,523,328,632,442
orange015S(2).JPG,504,378,orange,96,88,248,214
tomato003S(5).JPG,816,612,tomato,487,305,744,490
plum001T(12).JPG,816,612,plum,422,217,636,411
bread002S(3).JPG,816,612,bread,21,312,492,422
apple011T(5).JPG,816,612,apple,145,224,392,451
orange005S(2).JPG,816,612,orange,115,75,403,303
banana009T(6).JPG,816,612,banana,306,50,569,503
tomato003T(22).JPG,816,612,tomato,395,302,611,514
bun004S(7).JPG,816,612,bun,505,257,747,438
peach005S(10).JPG,816,612,peach,449,194,638,353
peach004S(10).JPG,816,612,peach,462,303,596,431
mix006S(2).JPG,816,612,banana,273,312,461,409
mix006S(2).JPG,816,612,mango,531,281,708,406
lemon001S(6).JPG,816,612,lemon,482,227,627,349
sachima001T(4).JPG,816,612,sachima,402,243,609,428
doughnut009T(8).JPG,816,612,doughnut,387,209,623,457
apple015S(10).JPG,816,612,apple,362,196,581,390
qiwi008S(3).JPG,504,378,qiwi,123,153,235,246
mix010T(5).JPG,816,612,lemon,367,69,540,227
mix010T(5).JPG,816,612,tomato,327,340,536,553
banana014T(8).JPG,816,612,banana,336,99,560,459
apple016S(19).JPG,816,612,apple,414,120,637,326
apple017S(2).JPG,816,612,apple,451,250,691,459
orange003T(5).JPG,816,612,orange,398,190,718,498
apple007S(2).JPG,816,612,apple,451,186,704,414
orange013T(5).JPG,504,378,orange,265,176,383,294
apple017S(19).JPG,816,612,apple,436,201,674,400
mango001S(5).JPG,816,612,mango,415,333,607,489
doughnut002S(1).JPG,816,612,doughnut,2,244,380,418
lemon001T(4).JPG,816,612,lemon,401,258,546,432
sachima001S(6).JPG,816,612,sachima,462,322,683,433
tomato004S(21).JPG,816,612,tomato,452,169,645,310
qiwi008T(1).JPG,504,378,qiwi,166,100,263,190
mooncake002T(2).JPG,816,612,mooncake,472,239,613,378
bun002S(2).JPG,816,612,bun,457,262,684,410
plum004T(8).JPG,816,612,plum,445,270,657,461
plum004S(18).JPG,816,612,plum,458,215,613,347
orange003S(7).JPG,816,612,orange,156,134,504,445
mango001T(7).JPG,816,612,mango,306,308,550,484
doughnut002T(3).JPG,816,612,doughnut,157,197,415,461
doughnut004S(4).JPG,816,612,doughnut,400,298,659,386
doughnut008T(12).JPG,816,612,doughnut,409,193,667,414
grape002T(16).JPG,816,612,grape,359,191,684,501
tomato003T(7).JPG,816,612,tomato,467,251,678,445
doughnut009T(12).JPG,816,612,doughnut,418,200,656,432
bread002T(1).JPG,816,612,bread,82,123,461,474
banana009S(4).JPG,816,612,banana,18,258,553,336
peach001T(2).JPG,816,612,peach,396,250,566,415
bun004T(5).JPG,816,612,bun,375,247,621,412
fired_dough_twist002T(8).JPG,816,612,fired_dough_twist,429,213,543,441
mooncake003S(12).JPG,816,612,mooncake,496,296,626,364
mooncake004S(5).JPG,816,612,mooncake,511,313,637,376
mooncake002S(12).JPG,816,612,mooncake,474,324,607,384
apple006S(3).JPG,816,612,apple,478,145,733,365
orange012T(4).JPG,504,378,orange,162,134,267,226
grape002S(12).JPG,816,612,grape,403,161,698,349
tomato004T(3).JPG,816,612,tomato,404,200,629,428
mango010S(4).JPG,816,612,mango,468,244,683,350
bun003T(1).JPG,816,612,bun,414,213,635,511
apple016S(3).JPG,816,612,apple,398,144,617,341
grape001T(8).JPG,816,612,grape,252,148,642,470
doughnut008T(9).JPG,816,612,doughnut,418,164,647,411
mooncake003S(1).JPG,816,612,mooncake,474,345,595,403
mix011T(4).JPG,816,612,tomato,369,74,562,277
mix011T(4).JPG,816,612,orange,362,320,581,536
mooncake002T(16).JPG,816,612,mooncake,434,239,557,361
mix007S(3).JPG,816,612,banana,315,301,475,374
mix007S(3).JPG,816,612,mango,510,250,670,372
tomato004T(25).JPG,816,612,tomato,121,264,192,328
pear004S(8).JPG,816,612,pear,465,163,668,348
mooncake005T(6).JPG,816,612,mooncake,463,232,608,382
apple010T(4).JPG,816,612,apple,120,251,327,466
bread003S(2).JPG,816,612,bread,195,238,462,309
orange004S(3).JPG,816,612,orange,400,192,764,510
tomato002S(4).JPG,816,612,tomato,427,274,586,408
orange014S(3).JPG,504,378,orange,284,115,437,252
doughnut005T(7).JPG,816,612,doughnut,357,203,625,462
mango006T(3).JPG,816,612,mango,409,220,555,440
banana010S(8).JPG,816,612,banana,323,347,791,469
plum003T(21).JPG,816,612,plum,438,262,586,406
sachima005S(4).JPG,816,612,sachima,458,246,646,349
doughnut006T(1).JPG,816,612,doughnut,360,223,639,521
mango005T(5).JPG,816,612,mango,411,216,534,408
apple003T(2).JPG,816,612,apple,379,205,606,455
litchi003S(5).JPG,816,612,litchi,480,334,610,449
tomato001S(2).JPG,816,612,tomato,476,289,695,443
apple013T(2).JPG,816,612,apple,169,194,383,406
orange011T(14).JPG,816,612,orange,496,242,729,479
tomato003T(18).JPG,816,612,tomato,419,209,633,427
orange007S(5).JPG,816,612,orange,430,177,630,336
peach003S(7).JPG,816,612,peach,462,263,635,415
apple016S(23).JPG,816,612,apple,408,176,620,373
bread006T(3).JPG,816,612,bread,384,158,729,500
apple015S(5).JPG,816,612,apple,409,222,612,412
orange001T(2).JPG,816,612,orange,294,252,512,432
apple005S(5).JPG,816,612,apple,448,179,745,466
litchi005T(2).JPG,816,612,litchi,493,320,625,447
orange011T(2).JPG,816,612,orange,439,193,671,417
apple017S(23).JPG,816,612,apple,418,221,659,419
mango003S(2).JPG,816,612,mango,444,274,710,424
mix002T(2).JPG,816,612,apple,351,126,528,308
mix002T(2).JPG,816,612,banana,195,311,565,493
sachima002S(13).JPG,816,612,sachima,482,269,689,378
lemon003S(1).JPG,816,612,lemon,466,162,602,300
pear001T(9).JPG,816,612,pear,420,189,648,409
sachima003T(3).JPG,816,612,sachima,452,213,635,417
sachima003S(13).JPG,816,612,sachima,453,286,677,398
mix012T(2).JPG,816,612,orange,377,92,573,283
mix012T(2).JPG,816,612,lemon,396,367,543,501
apple012S(1).JPG,816,612,apple,101,95,351,319
bread001T(7).JPG,816,612,bread,161,176,478,510
plum001S(9).JPG,816,612,plum,501,207,708,379
peach002T(4).JPG,816,612,peach,475,252,639,409
bun007T(3).JPG,816,612,bun,395,251,661,480
apple017T(27).JPG,816,612,apple,342,183,577,420
apple002S(1).JPG,816,612,apple,152,124,506,456
litchi002T(6).JPG,816,612,litchi,469,246,621,386
doughnut007S(2).JPG,816,612,doughnut,460,250,724,347
qiwi006T(9).JPG,816,612,qiwi,403,310,590,524
mango004S(6).JPG,816,612,mango,467,347,573,420
lemon004S(5).JPG,816,612,lemon,496,171,643,296
